repository_path	prepatch_sha256	postpatch_sha256	patch_type
scripts/13_tables/supplementary/session39_provenance/install_Session39_Supplementary_Tables_S11_S13.sh	bc21b727f03b1a6ab0180103b237001dd83fb5a8f6a60841ab7f9533e7c23675	d6aab94c601a81d2fee31e0f5698eb7203ab7824667d6b214aaa5eca4519a87f	PUBLIC_REPOSITORY_PORTABILITY_PATCH
scripts/13_tables/supplementary/session39_provenance/stage_Supplementary_Table_S11_sources.sh	33bd1bda0810e3cefe7571880bb334a96d6a45a6eec0b3396e81f5ba14c1b43b	efda1b224e2275a2313230768080d2047487de12ff54614871c47e45d2aea74f	PUBLIC_REPOSITORY_PORTABILITY_PATCH
scripts/13_tables/supplementary/session39_provenance/stage_Supplementary_Table_S12_sources.sh	e03f3eb0c468cfeb5ad1e9778762fd004a9c92fa1b469effa092ff48d67b3b4f	f252eac96ee804cf3c42157a09c37026ff95b01b19cd2b0fd201bf912545d974	PUBLIC_REPOSITORY_PORTABILITY_PATCH
scripts/13_tables/supplementary/session39_provenance/stage_Supplementary_Table_S13_sources.sh	813c44ded502bf82f3d0105cf486e3c527244100fd8471da6badd3aeff8360e6	052e983f60e041c0970c9ebe252bc630098ca91043afaae364daefe3c00d6e24	PUBLIC_REPOSITORY_PORTABILITY_PATCH
