original_artifact	original_sha256	public_artifact	public_sha256	action	reason
scripts/09_crispr/frozen_specifications/CRISPR_SESSION26_FINAL_PRODUCER_TRACE_v1.txt	1a97ced48f265dc7c6c522ca9d5d243a40b0899b8446d5c0117df5b1d5e5e214	scripts/09_crispr/frozen_specifications/CRISPR_SESSION26_FINAL_PRODUCER_TRACE_PUBLIC_v1.txt	83e2ba0af28ddaf2396913b0fad78801c34e5bc890d7ed44382e503f5c635668	PUBLIC_SUMMARY_REPLACEMENT	Original historical trace contains local user paths and shell-history material not required for scientific reproducibility
