screen	pathway	evaluable_genes_n	observed_mean_normalized_rank	observed_median_normalized_rank	null_mean_normalized_rank	rank_enrichment_ratio	empirical_p_one_sided	fraction_top_1pct	fraction_top_5pct	fraction_top_10pct	n_permutations	FDR_within_screen	biological_domain	preregistered_domain	RSV_replicated	shared_infection_response	pathogen_differential	pathogen_shift
RSV_P01_viability_POS	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	67	0.541617785998293	0.5599062918340026	0.5003208746143065	0.9237526675608163	0.8786121387861214	0.014925373134328358	0.04477611940298507	0.08955223880597014	10000	1.0	Cytokine_inflammation	Innate_Cytokine	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	38	0.49475722438626685	0.45070759227385737	0.5006285748256183	1.011867134323576	0.4560543945605439	0.05263157894736842	0.10526315789473684	0.15789473684210525	10000	1.0	Cytokine_inflammation	Innate_Cytokine	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	35	0.6710105729038605	0.7472748135398738	0.500453636587165	0.7458207914987174	0.9998000199980002	0.02857142857142857	0.05714285714285714	0.05714285714285714	10000	1.0	Antigen_adaptive_immunity	Adaptive_Immunity	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	77	0.4696354993256887	0.4473130617708931	0.5002474641919564	1.0651823912592233	0.1795820417958204	0.025974025974025976	0.06493506493506493	0.12987012987012986	10000	1.0	Interferon_antiviral	Interferon	True	True	True	Influenza_shifted
RSV_P01_viability_POS	REACTOME_INTERFERON_GAMMA_SIGNALING	94	0.44894471503033423	0.4203958691910499	0.5001429500677482	1.1140412913290552	0.04229577042295771	0.010638297872340425	0.0425531914893617	0.10638297872340426	10000	1.0	Interferon_antiviral	Interferon	True	True	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERFERON_SIGNALING	275	0.5025316851822876	0.5010996366418053	0.4997221504372468	0.9944092386054788	0.5653434656534346	0.01090909090909091	0.04363636363636364	0.09090909090909091	10000	1.0	Interferon_antiviral	Interferon	True	True	True	Influenza_shifted
RSV_P01_viability_POS	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	56	0.5120046512580937	0.46526582520558424	0.49953473929732534	0.9756449244550272	0.6228377162283771	0.03571428571428571	0.07142857142857142	0.10714285714285714	10000	1.0	Cytokine_inflammation	Innate_Cytokine	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERLEUKIN_12_SIGNALING	46	0.5177334597187924	0.47088353413654616	0.5000879452592981	0.9659177630337463	0.6623337666233376	0.043478260869565216	0.08695652173913043	0.13043478260869565	10000	1.0	Cytokine_inflammation	Innate_Cytokine	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	137	0.5778630685411091	0.5977242302543507	0.5001144739193131	0.8654549860435231	0.9991000899910009	0.0	0.029197080291970802	0.0948905109489051	10000	1.0	Cytokine_inflammation	Innate_Cytokine	True	True	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERLEUKIN_1_SIGNALING	100	0.5703695735322241	0.5853652706062344	0.4999558571428572	0.876547207886101	0.9922007799220078	0.0	0.03	0.08	10000	1.0	Cytokine_inflammation	Innate_Cytokine	True	True	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	26	0.5519495564676288	0.5479537196404667	0.5009091788399018	0.9075270973050951	0.8175182481751825	0.0	0.07692307692307693	0.07692307692307693	10000	1.0	Cytokine_inflammation	Innate_Cytokine	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	41	0.46526757436249055	0.4384203480589023	0.49974978893506666	1.074112653605452	0.21827817218278173	0.024390243902439025	0.0975609756097561	0.17073170731707318	10000	1.0	Cytokine_inflammation	Innate_Cytokine	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_ISG15_ANTIVIRAL_MECHANISM	71	0.5513024600077034	0.5771179957926946	0.4994344267748392	0.9059172831694974	0.9319068093190681	0.028169014084507043	0.08450704225352113	0.09859154929577464	10000	1.0	Interferon_antiviral	Interferon	True	True	False	Not_significant
RSV_P01_viability_POS	REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	20	0.5140825205584242	0.5750621533754063	0.500514188420348	0.9736067039911461	0.5811418858114189	0.0	0.05	0.1	10000	1.0	Antigen_adaptive_immunity	Adaptive_Immunity	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	338	0.5202543054720997	0.5283036909542933	0.4999925947520711	0.9610542180873595	0.9072092790720928	0.005917159763313609	0.05029585798816568	0.08579881656804733	10000	1.0	Metabolism	Metabolism	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	122	0.5327469127093856	0.5792933639319181	0.5002238328019337	0.9389521006474734	0.8929107089291071	0.00819672131147541	0.06557377049180328	0.11475409836065574	10000	1.0	Antigen_adaptive_immunity	Antigen_Presentation	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	82	0.49219584493607416	0.544104991394148	0.5001453136588165	1.016151027694626	0.40275972402759724	0.024390243902439025	0.06097560975609756	0.14634146341463414	10000	1.0	Mitochondrial_energy	Metabolism	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_MITOCHONDRIAL_TRANSLATION	95	0.6263072339483245	0.7073532224134633	0.49998611272156296	0.7983080597194825	1.0	0.0	0.010526315789473684	0.042105263157894736	10000	1.0	Translation_ribosome	Metabolism	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	85	0.6513206889181375	0.7322623828647925	0.500155646226362	0.7679099631506178	1.0	0.0	0.011764705882352941	0.047058823529411764	10000	1.0	Translation_ribosome	Metabolism	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	18	0.6109358067189393	0.5994932109389941	0.4993941682072204	0.817424945002391	0.9493050694930507	0.0	0.05555555555555555	0.05555555555555555	10000	1.0	Mitochondrial_energy	Metabolism	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES	18	0.4868309215698774	0.5065500095620578	0.4988465725335203	1.0246813635520444	0.4326567343265673	0.05555555555555555	0.1111111111111111	0.1111111111111111	10000	1.0	Other	Interferon	True	True	True	Influenza_shifted
RSV_P01_viability_POS	REACTOME_NEUTROPHIL_DEGRANULATION	464	0.492747776821572	0.47822241346337735	0.4999066174591633	1.0145284077865735	0.29827017298270175	0.01293103448275862	0.0603448275862069	0.11853448275862069	10000	1.0	Myeloid_neutrophil	Neutrophil_Monocyte	True	True	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	115	0.587596348125421	0.6114457831325302	0.49949235737982983	0.8500603500572035	0.9995000499950005	0.008695652173913044	0.034782608695652174	0.06956521739130435	10000	1.0	Translation_ribosome	Translation	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	20	0.4565261044176707	0.34138936699177663	0.49916031363549435	1.0933883272068448	0.25717428257174285	0.0	0.05	0.15	10000	1.0	Antigen_adaptive_immunity	Adaptive_Immunity	False	False	False	Not_significant
RSV_P01_viability_POS	REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	203	0.4916788900853237	0.48317077835150124	0.499654238181909	1.0162206437115926	0.3458654134586541	0.0	0.04433497536945813	0.09359605911330049	10000	1.0	Antigen_adaptive_immunity	Adaptive_Immunity	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	142	0.5646664457966003	0.5706875119525722	0.500007123834035	0.8854911205652614	0.9972002799720028	0.0	0.04225352112676056	0.08450704225352113	10000	1.0	Mitochondrial_energy	Metabolism	True	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	101	0.6036153098958777	0.6393669917766304	0.5001857914922302	0.828649941928264	0.9998000199980002	0.009900990099009901	0.039603960396039604	0.06930693069306931	10000	1.0	Translation_ribosome	Metabolism	False	False	True	RSV_shifted
RSV_P01_viability_POS	REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL	141	0.5897517798312467	0.6097246127366609	0.4997994841235934	0.8474743124414266	1.0	0.0070921985815602835	0.028368794326241134	0.06382978723404255	10000	1.0	Translation_ribosome	Translation	False	False	True	RSV_shifted
