gene_symbol	proteomics_architecture_class	flu_logFC	flu_FDR	rsv6884_logFC	rsv6884_FDR	rsv10558_logFC	rsv10558_FDR	flu_vs_rsv_logFC	flu_vs_rsv_FDR	iav_screen_p	iav_rank	iav_percentile	iav_validation_p	iav_combined_p	iav_combined_fdr	iav_multiple_sgrna_support	iav_primary_hit	rsv_viability_pos_rank	rsv_viability_pos_p	rsv_viability_pos_fdr	rsv_viability_pos_lfc	rsv_viability_neg_rank	rsv_viability_neg_p	rsv_viability_neg_fdr	rsv_viability_neg_lfc	rsv_viability_pos_percentile	rsv_viability_neg_percentile	rsv_early_pos_rank	rsv_early_pos_p	rsv_early_pos_fdr	rsv_early_pos_lfc	rsv_early_neg_rank	rsv_early_neg_p	rsv_early_neg_fdr	rsv_early_neg_lfc	rsv_early_pos_percentile	rsv_early_neg_percentile	iav_top1pct	iav_top5pct	iav_top10pct	rsv_viability_pos_top1pct	rsv_viability_pos_top5pct	rsv_viability_pos_top10pct	rsv_viability_neg_top1pct	rsv_viability_neg_top5pct	rsv_viability_neg_top10pct	rsv_early_pos_top1pct	rsv_early_pos_top5pct	rsv_early_pos_top10pct	rsv_early_neg_top1pct	rsv_early_neg_top5pct	rsv_early_neg_top10pct
CTSD	shared_core	0.51309841153657	0.0282141621026234	0.529657836555604	7.40947565134808e-05	0.829228146093077	0.0264755479146606	-0.0165594250190333	0.95936622109774	0.80867349	9009.0	0.492591175023238	0.906466164817			False	False	2303.0	0.11397	0.999999	1.21e-05	18881.0	0.91937	0.999988	1.21e-05	0.11010709504685408	0.9027060623446166	10040.0	0.48453	0.999997	9.39e-07	12161.0	0.60344	0.999999	9.39e-07	0.4800382500597657	0.5814487210136265	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
DYSF	shared_core	0.977134531488463	0.015187965159073	0.853127745313516	0.0002661241074332	1.57560833964766	0.006580835544315	0.124006786174947	0.809832459636959	1.0	13661.0	0.7469517196128821				False	False	13108.0	0.634	0.999999	2.32e-06	20500.0	0.98521	0.999988	2.32e-06	0.6266972652514822	0.980110919869956	18654.0	0.89665	0.999997	-3.49e-07	14231.0	0.7056	0.999999	-3.49e-07	0.8918957685871384	0.6804207506574229	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ECGF1	shared_core	1.04758616862907	0.0030931300391904	0.759008553484923	0.0003506360184651	1.15136050897129	0.0182569979802549	0.288577615144145	0.444058025515474								False																					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
EIF2AK2	influenza_amplified	1.92964052440363	1.34894041721356e-10	0.778810408191841	3.97106506308551e-05	1.87826610198505	4.99153291415237e-05	1.15083011621178	6.36078868058665e-06	0.7949789	8550.0	0.4674941221499262	0.934002919271			False	False	1240.0	0.062156	0.999999	1.07e-05	4979.0	0.22922	0.950713	1.07e-05	0.059284758079938805	0.23804742780646396	1300.0	0.064267	0.999997	6.93e-06	20906.0	0.99978	0.999999	6.93e-06	0.062156347119292375	0.9995696868276357	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
ELMOD2	shared_core	0.359797137356682	0.0199943239595446	0.565375586632566	3.09248998875396e-10	0.577209184685773	0.0421531661924268	-0.205578449275884	0.145411198553856	1.0	13733.0	0.7508885122204604				False	False	17102.0	0.82599	0.999999	-4.23e-06	6256.0	0.29501	0.96493	-4.23e-06	0.817651558615414	0.2991011665710461	14166.0	0.68554	0.999997	2.34e-06	11283.0	0.55731	0.999999	2.34e-06	0.6773129333014583	0.5394692804207507	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
EMILIN2	shared_core	0.559789706474827	0.0188563282468565	0.547579237083903	6.64027280147592e-05	1.02157602631639	0.0103029910306174	0.012210469390924	0.969918003588244	1.0	13747.0	0.7516539996719339				False	False	13078.0	0.63244	0.999999	-1.12e-05	1245.0	0.05268	0.856515	-1.12e-05	0.6252629565882578	0.05952380952380952	11147.0	0.53846	0.999997	8.02e-07	13364.0	0.66207	0.999999	8.02e-07	0.5329667702605785	0.6389672483863256	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
EPSTI1	shared_core	2.01424686853525	1.39817620954783e-09	1.47111185821738	6.3150102377530295e-12	2.07348343322733	4.99153291415237e-05	0.543135010317874	0.093857670115494								False	17938.0	0.86666	0.999999	-8.6e-06	6112.0	0.28769	0.96493	-8.6e-06	0.8576209600305986	0.2922164849875693	14508.0	0.70166	0.999997	2.15e-06	18224.0	0.89327	0.999999	2.15e-06	0.6936648338513028	0.8713363614630648	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
FBXL5	shared_core	0.573392510281691	0.0041757631287284	0.565294622038246	1.79004124364313e-06	0.822021496575576	0.0091436926349062	0.0080978882434443	0.97670927101773	0.84611144	10383.0	0.5677183006178578				False	False	11828.0	0.57258	0.999999	-1.65e-05	4886.0	0.22357	0.946969	-1.65e-05	0.5655000956205776	0.23360107095046853	15775.0	0.7611	0.999997	-2.23e-06	17798.0	0.87362	0.999999	-2.23e-06	0.7542433660052594	0.8509682046378197	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
FBXO6	shared_core	1.5059784981121	6.17763012962156e-08	1.45267679495026	2.96883188676012e-15	1.58090740655254	0.0004934398153102	0.053301703161841	0.900835454075551	1.0	13937.0	0.7620427579419323				False	False	1036.0	0.052331	0.999999	-2.89e-06	3222.0	0.14343	0.915989	-2.89e-06	0.049531459170013385	0.1540447504302926	1576.0	0.077598	0.999997	5.7e-07	2824.0	0.12418	0.904339	5.7e-07	0.07535261773846522	0.1350227109729859	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
FCER1A	shared_core	-1.23576163649128	0.0006377565114738	-0.708743931046842	0.0014542373099291	-1.16830770542673	0.0464891102066458	-0.527017705444435	0.126751993526944	0.62728265	4585.0	0.250697140357592				False	False	4594.0	0.2237	0.999999	-3.13e-06	16447.0	0.80725	0.999988	-3.13e-06	0.21964046662841843	0.7863358194683496	9225.0	0.4466	0.999997	1.53e-06	17868.0	0.87758	0.999999	1.53e-06	0.4410710016734401	0.8543150848673201	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
FCER1G	shared_core	0.583159610250091	0.0349948229870573	0.851142259964133	6.34210361099096e-08	0.890041327199318	0.029157095408497	-0.267982649714043	0.316918420175958	0.71960497	6449.0	0.3526163267537864				False	False	17227.0	0.83202	0.999999	-6.93e-07	16394.0	0.80472	0.999988	-6.93e-07	0.8236278447121821	0.7838018741633199	260.0	0.013691	0.999997	-2.5e-06	9878.0	0.48406	0.999999	-2.5e-06	0.012431269423858474	0.47229261295720776	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
FCGR1A	shared_core	1.93671830594414	2.32239747351172e-05	1.8597687102339	8.712418293240648e-11	2.33452856482187	0.0010186055232849	0.0769495957102375	0.911486823436188								False	16048.0	0.77803	0.999999	-5.45e-06	8168.0	0.38347	0.99257	-5.45e-06	0.7672595142474661	0.3905144387072098	20336.0	0.97742	0.999997	-2.15e-06	2072.0	0.083095	0.865252	-2.15e-06	0.9723165192445613	0.09906765479321061	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
FCGR1B	shared_core	1.89352784912049	1.979988523993e-05	1.90069320572922	1.1188097006200099e-11	2.05011171632902	0.0056036085196715	-0.0071653566087306	0.990942194793538	0.0825975	216.0	0.011810377822734978				False	False	4347.0	0.21234	0.999999	-2.33e-06	18186.0	0.88667	0.999988	-2.33e-06	0.20783132530120482	0.8694779116465864	5563.0	0.27079	0.999997	-1.05e-06	9649.0	0.47256	0.999999	-1.05e-06	0.26598135309586424	0.46134353334927086	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False
FKBP5	shared_core	0.547645405533368	0.01225144739456	0.529406779469292	3.06140789460434e-05	1.18273925064843	0.0008721527105597	0.0182386260640754	0.953214947950717	0.88005976	11804.0	0.6454152769424244				False	False	10713.0	0.51891	0.999999	-3.9e-06	5228.0	0.24203	0.954299	-3.9e-06	0.5121916236374068	0.24995218971122585	4285.0	0.208	0.999997	4.84e-06	19359.0	0.94204	0.999999	4.84e-06	0.2048768826201291	0.9256036337556778	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
FOLR3	shared_core	1.39818113920454	0.0067915863350185	1.27325567347745	2.68590729390064e-05	2.11776649711027	0.0031556754105376	0.12492546572709	0.859991389455186	0.57727854	3775.0	0.20640822352233584				False	False	15396.0	0.74576	0.999999	-5.42e-06	2063.0	0.090282	0.895919	-5.42e-06	0.7360872059667241	0.09863262574105948	11117.0	0.53699	0.999997	6.16e-07	2849.0	0.12566	0.904339	6.16e-07	0.5315323930193641	0.1362180253406646	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
GADD45B	shared_core	0.811045115969675	9.18268389354988e-05	0.745162302398038	5.8558232724626e-09	0.90985909751883	0.0078781122852434	0.0658828135716369	0.816424219035682	0.8530529	10666.0	0.5831920826726448				False	False	2316.0	0.11472	0.999999	-5.63e-06	13952.0	0.68573	0.999988	-5.63e-06	0.11072862880091795	0.6670491489768599	2649.0	0.12856	0.999997	-2.4e-06	9463.0	0.46248	0.999999	-2.4e-06	0.126655510399235	0.45245039445374136	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GALK1	shared_core	0.379146118760891	0.0236644445470677	0.496445459253614	2.38018142024411e-07	0.657134713327097	0.0320098001266038	-0.117299340492723	0.506275071063219	0.81508168	9239.0	0.5051670402974465				False	False	9541.0	0.46219	0.999999	4.76e-06	15033.0	0.73947	0.999988	4.76e-06	0.4561579651941098	0.7187320711417097	10964.0	0.52952	0.999997	-3.55e-06	5600.0	0.26215	0.965751	-3.55e-06	0.5242170690891704	0.26775041836002866	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GBA	shared_core	0.598836154064581	0.0017467812774885	0.571707574042612	6.12969747548898e-07	0.653483179392262	0.0412680414598892	0.0271285800219694	0.923144745193586	0.75532903	7387.0	0.40390398600251515				False	False	9528.0	0.46167	0.999999	3.12e-07	11281.0	0.54739	0.999988	3.12e-07	0.4555364314400459	0.5393478676611206	18106.0	0.86976	0.999997	-2.42e-06	2588.0	0.11344	0.901927	-2.42e-06	0.8656944776476213	0.12373894334209898	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GNG5	shared_core	0.469660301858573	0.0079468998203	0.683953293635233	7.17975849359677e-11	0.835858387613178	0.0386988204878332	-0.21429299177666	0.203992781541143	0.53942139	3265.0	0.17852260921865604	0.954903139653			False	False	17011.0	0.82169	0.999999	-2.33e-06	2168.0	0.094768	0.895919	-2.33e-06	0.8133008223369669	0.10365270606234461	4929.0	0.23863	0.999997	3.82e-06	3400.0	0.15206	0.922361	3.82e-06	0.2356681807315324	0.16256275400430314	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GPR84	shared_core	1.89143889709339	1.979988523993e-05	1.87449935791039	1.7736980825410798e-11	1.40597233851912	0.0364374689533509	0.0169395391829994	0.979448630591612	1.0	14262.0	0.77981300235114				False	False	9619.0	0.466	0.999999	8.34e-06	8922.0	0.43101	0.997279	8.34e-06	0.45988716771849303	0.4265633964429145	840.0	0.042541	0.999997	2.99e-06	18304.0	0.89701	0.999999	2.99e-06	0.0401625627540043	0.8751613674396366	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
HERC5	influenza_amplified	2.68481628595781	2.26767491598051e-08	1.41470194586582	3.17362671488145e-06	2.500582108201	0.0008721527105597	1.27011434009199	0.0028815065211683	0.2179502	674.0	0.03685275302094155	0.965498838622	0.880510240394822	0.555856217003232	False	False	17804.0	0.86026	0.999999	-8.01e-06	2627.0	0.11674	0.908431	-8.01e-06	0.8512143813348633	0.1255976286096768	20572.0	0.9884	0.999997	-6.19e-06	1296.0	0.051739	0.807935	-6.19e-06	0.9836002868754482	0.061965096820463784	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True
HERC6	influenza_amplified	2.1075001211125	4.9819357069997096e-11	1.09183156012203	6.49681343647002e-08	1.02128701043904	0.0490622460123898	1.01566856099048	0.0002222839630921	1.0	14352.0	0.784733993110613				False	False	6152.0	0.2998	0.999999	1.48e-05	13059.0	0.64119	0.999988	1.48e-05	0.2941288965385351	0.6243545611015491	6822.0	0.33105	0.999997	-1.77e-07	6393.0	0.30339	0.978755	-1.77e-07	0.3261773846521635	0.30566579010279704	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
HIST1H2BD	shared_core	1.16185048833479	2.09376521955648e-05	0.889333813556928	1.39096603890174e-07	1.10226750855477	0.0298496514027317	0.272516674777863	0.350514345359483	0.35945193	1473.0	0.08054021543003992				False	False	11649.0	0.56386	0.999999	-1.93e-06	9186.0	0.44486	0.998783	-1.93e-06	0.5569420539300057	0.43918531267928856	7561.0	0.36678	0.999997	3.62e-08	4279.0	0.19465	0.941323	3.62e-08	0.3615108773607459	0.20459000717188622	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
HIST2H2AA3	shared_core	1.34737236107042	9.48718727679245e-07	1.13442923060356	7.818806349041559e-11	1.2643521432192	0.0061396190355166	0.212943130466856	0.499826614782723								False	8881.0	0.43121	0.999999	-4.64e-06	2120.0	0.092843	0.895919	-4.64e-06	0.4246031746031746	0.1013578122011857	15630.0	0.75496	0.999997	-3.59e-07	7124.0	0.34004	0.986043	-3.59e-07	0.7473105426727229	0.3406167822137222	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
HIST2H2AC	shared_core	1.35962620469325	6.17763012962156e-08	1.18281928141093	5.41166136730911e-13	0.998669244908998	0.0136861389834591	0.176806923282321	0.554923308889439	0.18387807	519.0	0.0283777133796271				False	False	18716.0	0.90286	0.999999	-1.54e-06	954.0	0.039019	0.833674	-1.54e-06	0.8948173646968828	0.04561101549053356	18715.0	0.89949	0.999997	-1.4e-06	105.0	0.0021474	0.395017	-1.4e-06	0.8948123356442744	0.005020320344250538	False	True	True	False	False	False	False	True	True	False	False	False	True	True	True
HK3	shared_core	1.00129595071205	0.0028150213663243	1.05314245468597	1.36241754449417e-07	1.14887231114819	0.0140109954199512	-0.0518465039739215	0.915687649615138	1.0	14406.0	0.7876865875662967				False	False	20386.0	0.97984	0.999999	-4.15e-06	781.0	0.031611	0.828614	-4.15e-06	0.9746605469497036	0.03733983553260662	8335.0	0.40401	0.999997	8.71e-07	4791.0	0.22081	0.949748	8.71e-07	0.3985178101840784	0.22907004542194598	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
HMGB2	shared_core	0.777564929421162	0.0001700747737375	1.11268231609234	9.498945663697499e-17	0.998147163159925	0.0037047797898784	-0.335117386671183	0.0854593666064431	0.80039304	8734.0	0.47755481436929303				False	False	10930.0	0.52927	0.999999	-3.29e-06	5757.0	0.26942	0.959856	-3.29e-06	0.5225664563013961	0.27524383247274814	3389.0	0.16424	0.999997	-1.76e-06	6440.0	0.3058	0.980234	-1.76e-06	0.1620368156825245	0.307912981114033	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
HPSE	shared_core	1.05272682123696	0.0010956651647607	1.15055022217801	3.97131650798135e-09	0.902339608963272	0.0411710700273626	-0.0978234009410466	0.82240053795535	1.0	14459.0	0.7905845043468752				False	False	12425.0	0.601	0.999999	-3.52e-06	7857.0	0.37646	0.989046	-3.52e-06	0.5940428380187416	0.3756454388984509	2300.0	0.11269	0.999997	-1.33e-06	16381.0	0.81154	0.999999	-1.33e-06	0.10996892182644036	0.783217786277791	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFI27	shared_core	5.30905212328126	8.563247367984463e-14	5.47487277070315	1.42718294008707e-29	4.71212243524205	4.99153291415237e-05	-0.165820647421889	0.870698543459922	1.0	14526.0	0.7942479085789272				False	False	3312.0	0.16169	0.999999	-2.93e-06	14891.0	0.73236	0.999988	-2.93e-06	0.15834767641996558	0.7119430101357812	19370.0	0.93148	0.999997	-3.48e-06	5690.0	0.26707	0.968186	-3.48e-06	0.9261295720774564	0.272053550083672	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFI35	influenza_amplified	1.6802855154774	2.6034739502067603e-09	1.14386894190782	2.22161238404516e-10	1.19648669089463	0.0090306039705597	0.536416573569575	0.0444614077722751	0.88087746	11846.0	0.6477117392968451				False	False	5185.0	0.25262	0.999999	3.87e-06	8107.0	0.391	0.995408	3.87e-06	0.24789634729393767	0.387598011091987	19420.0	0.93439	0.999997	-3.24e-06	5244.0	0.24401	0.961476	-3.24e-06	0.9285202008128137	0.250729141764284	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFI44	influenza_amplified	2.99398419304838	1.55394343536717e-11	1.80096306614937	1.1623162849712501e-10	2.6239330923113	1.38474277176462e-05	1.19302112689901	0.0019247168709193	0.61248359	4327.0	0.23659030018043634				False	False	16580.0	0.80129	0.999999	1.86e-07	12962.0	0.63637	0.999988	1.86e-07	0.7926945878753108	0.6197169630904571	9042.0	0.43745	0.999997	1.19e-06	11017.0	0.54289	0.999999	1.19e-06	0.43232130050203205	0.5267511355486493	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFI44L	influenza_amplified	3.79335639655151	1.06219401592013e-10	2.11854822027551	1.24117272557655e-08	3.16273140877025	5.60817263745802e-05	1.674808176276	0.0010788280336313	0.81597377	9269.0	0.5068073705506042				False	False	14178.0	0.68626	0.999999	-2.82e-06	14399.0	0.70899	0.999988	-2.82e-06	0.6778542742398164	0.6884203480589023	11368.0	0.55029	0.999997	-4.2e-06	15226.0	0.75677	0.999999	-4.2e-06	0.5435333492708583	0.7279942624910352	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFI6	influenza_amplified	2.8749822060042	5.9027384799580815e-09	1.71985496857175	4.26237441443477e-08	2.56857888069233	2.70337822817836e-05	1.15512723743244	0.01002864474943	0.83292529	9848.0	0.5384657444365466				False	False	17774.0	0.85859	0.999999	1.74e-07	7240.0	0.34321	0.976501	1.74e-07	0.8497800726716389	0.34614649072480397	17588.0	0.84561	0.999997	-5.17e-06	4230.0	0.19274	0.941323	-5.17e-06	0.8409275639493187	0.20224719101123595	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFIH1	influenza_amplified	1.62955440154209	2.15146268830681e-08	1.02069081559403	3.347807559028e-08	1.29151215972646	0.0010709956305262	0.608863585948052	0.0243246671648983	0.82165691	9460.0	0.5172508064957078				False	False	5788.0	0.28232	0.999999	-2.81e-06	13646.0	0.67052	0.999988	-2.81e-06	0.2767259514247466	0.6524192006119717	10624.0	0.51318	0.999997	-2.05e-06	10190.0	0.49982	0.999999	-2.05e-06	0.5079607936887401	0.4872101362658379	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFIT1	influenza_amplified	3.21182712052997	1.90119043258488e-08	1.76624743529353	1.02095679563722e-06	2.72904357897607	0.0003801503285363	1.44557968523645	0.0047101977739414	1.0	14528.0	0.7943572639291377				False	False	774.0	0.039151	0.999999	3.31e-05	20585.0	0.98778	0.999988	3.31e-05	0.03700516351118761	0.9841747944157583	15595.0	0.75354	0.999997	1.96e-07	15227.0	0.75678	0.999999	1.96e-07	0.7456371025579728	0.7280420750657423	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
IFIT2	influenza_amplified	2.06591744625711	2.63007938062979e-06	0.952752277958828	0.0005943290708679	1.922707983571	0.0034425925518552	1.11316516829828	0.0040471634261325	1.0	14530.0	0.7944666192793483				False	False	7052.0	0.34407	0.999999	1.09e-05	20348.0	0.97926	0.999988	1.09e-05	0.33715815643526487	0.9728437559762861	18195.0	0.87422	0.999997	-5.16e-06	11162.0	0.55076	0.999999	-5.16e-06	0.8699497967965575	0.5336839588811858	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFIT3	influenza_amplified	2.85914302619216	5.98302344703825e-05	1.52854639338751	0.0005504021866046	2.19518354714607	0.0014870747830483	1.33059663280465	0.042222623913138	0.59846486	4095.0	0.22390507955601727				False	False	9894.0	0.47895	0.999999	-2.81e-06	16344.0	0.80249	0.999988	-2.81e-06	0.4730349971313827	0.7814113597246127	8289.0	0.4015	0.999997	2.34e-06	17197.0	0.8474	0.999999	2.34e-06	0.3963184317475496	0.8222328472388238	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFITM1	shared_core	0.961230296638277	1.6710822088243e-06	0.861191081194979	1.58714061046421e-11	0.998885127907537	0.0006787505415149	0.100039215443298	0.692744543863018	1.0	14531.0	0.7945212969544535				False	False	12713.0	0.61511	0.999999	-2.13e-06	15081.0	0.74177	0.999988	-2.13e-06	0.6078122011856951	0.7210269650028687	2220.0	0.10929	0.999997	4.56e-06	9060.0	0.44181	0.999999	4.56e-06	0.10614391584986851	0.4331819268467607	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFITM2	shared_core	0.753468682988998	0.0015691063983522	0.790540801305026	3.61801589900418e-08	0.986913774712873	0.0017319784650421	-0.0370721183160274	0.91580341712519	1.0	14533.0	0.794630652304664				False	False	7054.0	0.34421	0.999999	-2.65e-06	13528.0	0.66488	0.999988	-2.65e-06	0.33725377701281317	0.6467775865366227	11806.0	0.57233	0.999997	-3.59e-06	13532.0	0.6703	0.999999	-3.59e-06	0.564475256992589	0.6469997609371264	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
IFITM3	shared_core	2.5941261652149	3.01399589658136e-10	2.10504715965803	6.8040135786694e-15	2.58492993142758	4.01527501058007e-05	0.489079005556871	0.258776166645785	0.41857386	1960.0	0.10716824320629886				False	False	20693.0	0.99342	0.999999	-4.6e-06	768.0	0.030885	0.824462	-4.6e-06	0.9893383056033659	0.03671830177854274	15159.0	0.73273	0.999997	-1.37e-06	3463.0	0.15501	0.922361	-1.37e-06	0.7247908199856562	0.16557494621085345	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
IL1RN	shared_core	1.54802339334704	2.63967383480418e-05	1.31574361125457	9.376023766449581e-09	1.7696676420976	0.0113601887890405	0.232279782092469	0.593751433762391	0.83515768	9946.0	0.5438241565968615				False	False	17369.0	0.83825	0.999999	-6.93e-06	1651.0	0.070349	0.871695	-6.93e-06	0.8304169057181106	0.07893478676611207	20226.0	0.97197	0.999997	-1.98e-06	3303.0	0.14777	0.922361	-1.98e-06	0.967057136026775	0.1579249342577098	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
IRAK3	shared_core	0.941258939895524	0.0011234779251632	0.733060413708191	2.4943372769758e-05	1.35193420967563	0.0008721527105597	0.208198526187333	0.516071783622458	0.37251061	1582.0	0.08650008201651266				False	False	12171.0	0.58863	0.999999	-3.73e-06	17860.0	0.87093	0.999988	-3.73e-06	0.581899024670109	0.8538917575062154	243.0	0.01284	0.999997	4.81e-06	13548.0	0.67101	0.999999	4.81e-06	0.011618455653836958	0.6477647621324408	False	False	True	False	False	False	False	False	False	False	True	True	False	False	False
IRF7	influenza_amplified	2.04269958893581	3.81139865869822e-09	1.18219306003523	7.81940327891144e-08	1.40364997733409	0.0085734068946566	0.860506528900576	0.0057560816972118	0.27206335	930.0	0.050850237847886705	0.735162011224	0.593648832568866	0.20931937683888	False	False	18711.0	0.90248	0.999999	-3.36e-06	13411.0	0.65893	0.999988	-3.36e-06	0.8945783132530121	0.6411837827500478	20385.0	0.98006	0.999997	-4.96e-06	1602.0	0.065828	0.835687	-4.96e-06	0.9746593354052115	0.07659574468085106	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
ISG15	influenza_amplified	2.95962240265972	7.57702842358298e-11	1.96706624920491	1.6120186476961898e-11	2.39009281770663	6.9064625579263e-05	0.992556153454808	0.0173201375302595	1.0	14642.0	0.8005905188911367	0.992352239175			False	False	110.0	0.0060584	0.999999	3.27e-06	6599.0	0.31146	0.968672	3.27e-06	0.005259131765155862	0.31550009562057757	19504.0	0.93845	0.999997	-3.5e-06	5942.0	0.28124	0.973722	-3.5e-06	0.9325364570882142	0.2841023189098733	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
JUNB	shared_core	0.496508934723241	0.0365593596569093	0.512228432839295	0.0001491390688209	0.892643368874402	0.0156890149416639	-0.015719498116054	0.961327302733138	0.60461861	4198.0	0.2295368800918585				False	False	843.0	0.042345	0.999999	2.05e-06	10611.0	0.51533	0.999988	2.05e-06	0.040304073436603555	0.5073149741824441	16033.0	0.77338	0.999997	-1.48e-06	1697.0	0.070137	0.84217	-1.48e-06	0.7665790102797035	0.08113793927803012	False	False	False	False	True	True	False	False	False	False	False	False	False	False	True
KCTD14	influenza_amplified	2.06277994426967	9.89971831559754e-08	1.26739487291659	2.39556410468411e-07	0.874103601997342	0.022187062683303	0.795385071353085	0.0278301956912311	1.0	14716.0	0.8046366668489255				False	False	6860.0	0.3348	0.999999	1.01e-05	12805.0	0.628	0.999988	1.01e-05	0.3279785809906292	0.6122107477529164	4293.0	0.20835	0.999997	-3.6e-07	18929.0	0.92368	0.999999	-3.6e-07	0.20525938321778628	0.9050442266316041	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
KIF1B	shared_core	0.911821953074378	0.000526008048626	0.470553467575964	0.0040224283237538	1.03106690678815	0.0102087692293973	0.441268485498415	0.0700630656330694	1.0	14753.0	0.80665974082782				False	False	5239.0	0.25546	0.999999	-2.97e-06	14667.0	0.72155	0.999988	-2.97e-06	0.2504781028877414	0.7012335054503729	7520.0	0.36501	0.999997	-7.69e-06	5489.0	0.2561	0.962545	-7.69e-06	0.3595505617977528	0.2624432225675353	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
KLRB1	shared_core	-0.91095441391845	0.000937746865114	-0.479146917977783	0.0049742709563696	-0.893623132591237	0.0211537496461202	-0.431807495940667	0.0927043198452134	0.56603808	3620.0	0.19793318388102138				False	False	8526.0	0.41377	0.999999	-6.99e-06	14432.0	0.71031	0.999988	-6.99e-06	0.40763052208835343	0.689998087588449	10079.0	0.48665	0.999997	2.79e-06	19030.0	0.92843	0.999999	2.79e-06	0.4819029404733445	0.9098732966770261	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
KPNB1	shared_core	0.413462106492929	0.0009591330258047	0.284394301678271	0.0001752057973331	0.56688184673164	0.021612440644878	0.129067804814659	0.315998230399874	0.05511391	142.0	0.007764229864946143	0.362322750378	0.133612762116166	0.0607465090675957	False	False	19561.0	0.94311	0.999999	-4.1e-06	2176.0	0.095158	0.896422	-4.1e-06	0.9352170587110347	0.10403518837253777	17380.0	0.83581	0.999997	-7.67e-06	1386.0	0.055553	0.816391	-7.67e-06	0.8309825484102319	0.0662682285441071	True	True	True	False	False	False	False	False	False	False	False	False	False	False	True
LAP3	shared_core	1.55246027354357	2.08374830799977e-07	1.08509984708487	1.06860074179185e-08	1.37025335429527	0.0017320235636741	0.467360426458695	0.113502625656866	0.52943849	3121.0	0.17064902400349938	0.469468645405			False	False	7826.0	0.38107	0.999999	6.45e-06	19568.0	0.95003	0.999988	6.45e-06	0.37416331994645247	0.9355517307324537	8302.0	0.40214	0.999997	-8.25e-07	1015.0	0.038323	0.766395	-8.25e-07	0.3969399952187425	0.0485297633277552	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True
LDLR	shared_core	0.620785434674417	0.0009431893704965	0.598461190624009	1.27117610838999e-07	0.660849824724425	0.0474491921964835	0.0223242440504077	0.936094920926001	0.3982531	1801.0	0.0984744928645634				False	False	11849.0	0.57359	0.999999	-6.38e-06	12129.0	0.59173	0.999988	-6.38e-06	0.5665041116848346	0.5798909925415949	17363.0	0.83509	0.999997	-4.17e-07	13152.0	0.6525	0.999999	-4.17e-07	0.8301697346402104	0.6288309825484102	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
