gene_symbol	proteomics_architecture_class	flu_logFC	flu_FDR	rsv6884_logFC	rsv6884_FDR	rsv10558_logFC	rsv10558_FDR	flu_vs_rsv_logFC	flu_vs_rsv_FDR	iav_screen_p	iav_rank	iav_percentile	iav_validation_p	iav_combined_p	iav_combined_fdr	iav_multiple_sgrna_support	iav_primary_hit	rsv_viability_pos_rank	rsv_viability_pos_p	rsv_viability_pos_fdr	rsv_viability_pos_lfc	rsv_viability_neg_rank	rsv_viability_neg_p	rsv_viability_neg_fdr	rsv_viability_neg_lfc	rsv_viability_pos_percentile	rsv_viability_neg_percentile	rsv_early_pos_rank	rsv_early_pos_p	rsv_early_pos_fdr	rsv_early_pos_lfc	rsv_early_neg_rank	rsv_early_neg_p	rsv_early_neg_fdr	rsv_early_neg_lfc	rsv_early_pos_percentile	rsv_early_neg_percentile	iav_top1pct	iav_top5pct	iav_top10pct	rsv_viability_pos_top1pct	rsv_viability_pos_top5pct	rsv_viability_pos_top10pct	rsv_viability_neg_top1pct	rsv_viability_neg_top5pct	rsv_viability_neg_top10pct	rsv_early_pos_top1pct	rsv_early_pos_top5pct	rsv_early_pos_top10pct	rsv_early_neg_top1pct	rsv_early_neg_top5pct	rsv_early_neg_top10pct
LILRB4	shared_core	0.960809852564664	0.0002299679374561	0.855335530402345	8.32150347566219e-08	0.736991431617951	0.0393905481699376	0.105474322162318	0.753363538114181	0.76342331	7603.0	0.4157143638252502				False	False	1337.0	0.067027	0.999999	9.1e-06	10375.0	0.50334	0.999988	9.1e-06	0.0639223560910308	0.49603174603174605	11878.0	0.57612	0.999997	-5.52e-07	12041.0	0.59687	0.999999	-5.52e-07	0.5679177623715037	0.5757112120487689	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
LMNB1	shared_core	1.22262817985754	2.54642887099595e-06	1.16469114387009	2.49582962977049e-12	1.46137670356741	0.0002893000739656	0.0579370359874494	0.879895520025269	0.78632346	8259.0	0.4515829186942971	0.902005511976			False	False	6071.0	0.29556	0.999999	-3.81e-06	12505.0	0.6125	0.999988	-3.81e-06	0.29025626314782943	0.5978676611206731	20335.0	0.9774	0.999997	-4.88e-06	2580.0	0.11277	0.90058	-4.88e-06	0.9722687066698542	0.12335644274444178	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
LMO2	shared_core	1.1668698962284	2.26155026340961e-06	0.975103619607939	3.68420188344071e-10	0.754145794892849	0.0444103854513233	0.191766276620465	0.496395408176639	0.65411185	5079.0	0.2777079118595877				False	False	20199.0	0.9718	0.999999	-1.22e-05	629.0	0.024534	0.786646	-1.22e-05	0.9657200229489387	0.0300726716389367	12424.0	0.60308	0.999997	-4.77e-07	14931.0	0.74216	0.999999	-4.77e-07	0.5940234281616065	0.7138895529524265	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
LOC643031	shared_core	-0.799609671420605	7.52118530060627e-05	-0.482414112382241	0.0001052756614364	-0.635900363756505	0.0391963507292111	-0.317195559038364	0.0999742013134939								False																					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
LOC650518	RSV_amplified	0.346214349826113	0.0279824875151189	0.652747867277583	1.54277130132606e-12	0.593020585503284	0.0246399979957743	-0.30653351745147	0.0194738239749561								False																					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
LY6E	shared_core	1.87002805288857	3.2417004509555e-08	1.2835471913231	2.7131691183556202e-09	1.89531540544063	4.01527501058007e-05	0.586480861565471	0.0738736847057182	0.56069105	3540.0	0.19355896987260102				False	False	1874.0	0.092645	0.999999	3.6e-06	9391.0	0.45488	0.998783	3.6e-06	0.08959648116274622	0.44898642187798815	1583.0	0.078004	0.999997	-1.93e-07	15467.0	0.76862	0.999999	-1.93e-07	0.07568730576141525	0.7395170929954578	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
LY96	shared_core	0.75853586728984	0.0141368391906259	1.0059930615701	2.16654722594989e-08	1.41388375599005	0.0002893000739656	-0.247457194280257	0.437780027017102	1.0	15062.0	0.8235551424353437				False	False	3531.0	0.17244	0.999999	1.1e-05	17263.0	0.844	0.999988	1.1e-05	0.16881812966150317	0.8253490151080513	13382.0	0.64744	0.999997	-4.71e-06	5949.0	0.28147	0.973722	-4.71e-06	0.6398278747310543	0.2844370069328233	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
M6PRBP1	shared_core	0.472785030161365	0.0193246322782482	0.542680841324138	2.89861107612967e-06	0.705778767922691	0.0199363398163012	-0.0698958111627732	0.780220687624594								False																					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MATK	shared_core	-0.906006056708751	0.0074635451132083	-0.961891147319793	1.21582904833904e-06	-0.770868086600817	0.033573547379189	0.0558850906110422	0.907758498326929	0.61743683	4414.0	0.24134725791459347				False	False	8309.0	0.40377	0.999999	-6.25e-06	7447.0	0.35397	0.982448	-6.25e-06	0.3972556894243641	0.3560432205010518	17495.0	0.8411	0.999997	-2.83e-06	6833.0	0.32657	0.985405	-2.83e-06	0.8364809945015539	0.32670332297394217	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MKNK1	shared_core	0.422833003277042	0.041780410444523	0.36574996060855	0.002240972460151	0.823464314760352	0.033573547379189	0.0570830426684914	0.830239591884933	0.5341921	3194.0	0.17464049428618295	0.84255751356			False	False	10925.0	0.52909	0.999999	2.6e-06	15428.0	0.75784	0.999988	2.6e-06	0.5223274048575254	0.7376171352074966	10916.0	0.52711	0.999997	-1.63e-06	8198.0	0.39717	0.999999	-1.63e-06	0.5219220655032274	0.3919674874491991	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MMP9	shared_core	1.3349503971894	0.0223987807440482	1.70592097596101	3.61572266012388e-07	2.42444340950733	0.0062193283123586	-0.370970578771612	0.556164630256039	0.81438922	9210.0	0.5035813877193942				False	False	17434.0	0.84134	0.999999	-7.53e-06	8169.0	0.39365	0.995408	-7.53e-06	0.8335245744884299	0.39056224899598396	19433.0	0.93518	0.999997	-3.49e-06	5442.0	0.25374	0.961929	-3.49e-06	0.9291417642840067	0.26019603155629933	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MOSC1	shared_core	0.827292965198597	0.0208651616132059	0.909571661977233	9.42164556905305e-06	1.15196600102998	0.0077787455886265	-0.0822786967786353	0.864809897797882								False																					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MTF1	influenza_amplified	0.755968014580787	0.0002366238941842	0.377904921526396	0.0032926291287196	1.02631873310833	0.0038999299425751	0.378063093054392	0.0444614077722751	1.0	15371.0	0.8404505440428673				False	False	13651.0	0.66072	0.999999	-9.63e-06	5071.0	0.23369	0.951506	-9.63e-06	0.6526582520558424	0.24244597437368523	18299.0	0.87854	0.999997	-2.2e-06	13775.0	0.68254	0.999999	-2.2e-06	0.8749223045661009	0.6586182165909634	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MTHFD2	shared_core	0.928842062183632	1.3580029194128e-06	0.854932225335846	3.87441123684465e-12	0.743242223407226	0.0102301396281102	0.0739098368477862	0.774399195759227	0.69946064	5979.0	0.3269178194543168				False	False	6783.0	0.33119	0.999999	1.1e-05	16104.0	0.79083	0.999988	1.1e-05	0.32429718875502006	0.7699368904188181	1037.0	0.051703	0.999997	5.48e-06	18385.0	0.90045	0.999999	5.48e-06	0.04958163997131246	0.8790341859909157	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
MX1	influenza_amplified	2.1985638071166	5.576222988221391e-10	1.11518565210337	6.00400944993981e-07	1.9342002611094	0.0001420268013791	1.08337815501323	0.0004109409501792	0.82248111	9491.0	0.5189458144239707	0.987406222269			False	False	10018.0	0.48497	0.999999	-2.68e-06	10192.0	0.49495	0.999988	-2.68e-06	0.4789634729393766	0.48728246318607765	14833.0	0.71689	0.999997	-3.29e-06	7546.0	0.3632	0.994357	-3.29e-06	0.709203920631126	0.3607936887401387	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MX2	influenza_amplified	1.4599021335793	3.47861470436791e-06	0.749774260400461	0.0001421716869036	1.41791713302287	0.0018700074676811	0.710127873178838	0.0120210484461704	1.0	15402.0	0.8421455519711302				False	False	5595.0	0.2732	0.999999	3.21e-06	3019.0	0.13367	0.91121	3.21e-06	0.2674985656913368	0.14433926180914133	593.0	0.030423	0.999997	2.65e-06	4286.0	0.19496	0.94153	2.65e-06	0.02835285680133875	0.20492469519483625	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
MYBPC3	shared_core	1.02623186039749	0.0013202321063318	0.609901889402654	0.0018215035215002	0.851902994733415	0.0344671638931241	0.416329970994838	0.178748146832434	0.52245634	3006.0	0.1643610913663951				False	False	14679.0	0.71185	0.999999	-7.29e-06	5222.0	0.24181	0.954299	-7.29e-06	0.7018072289156626	0.249665327978581	17321.0	0.833	0.999997	-2.22e-06	8499.0	0.41306	0.999999	-2.22e-06	0.8281616065025101	0.4063590724360507	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
MYD88	shared_core	0.73071252909202	3.20466360093112e-05	0.725443103419295	4.7606833480704495e-11	0.683259794458411	0.0364044502893835	0.0052694256727257	0.982985889166114	0.7246269	6588.0	0.3602165235934168				False	False	13027.0	0.63006	0.999999	-1.23e-06	2953.0	0.13074	0.91121	-1.23e-06	0.6228246318607764	0.1411837827500478	14896.0	0.71995	0.999997	6.66e-07	18775.0	0.9171	0.999999	6.66e-07	0.7122161128376763	0.8976810901267033	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
NCF2	shared_core	0.700302955791271	0.0205596624270885	0.41504386327296	0.0231561954146316	0.97690547158902	0.0421531661924268	0.285259092518311	0.340180293715898	1.0	15469.0	0.8458089562031822				False	False	11658.0	0.5644	0.999999	1.1e-06	15767.0	0.774	0.999988	1.1e-06	0.557372346528973	0.7538248231019316	10316.0	0.49855	0.999997	-7.04e-07	8278.0	0.40142	0.999999	-7.04e-07	0.4932345206789386	0.395792493425771	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
NFIL3	shared_core	1.12776731577411	0.0001596683918713	0.807023754435956	9.71912378203942e-06	1.41732894048187	0.0004456133176963	0.320743561338157	0.299659932866746	1.0	15534.0	0.8493630050850238				False	False	304.0	0.015747	0.999999	5.46e-06	20079.0	0.96942	0.999988	5.46e-06	0.014534327787339835	0.9599827882960413	4748.0	0.23003	0.999997	-2.76e-06	11758.0	0.58068	0.999999	-2.76e-06	0.22701410470953862	0.5621802534066459	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
OAS3	influenza_amplified	3.08561626492734	4.9819357069997096e-11	1.80932756270374	1.19461297390606e-09	2.16646438205679	0.000265032905123	1.27628870222361	0.0019132847158254	0.32594435	1263.0	0.06905790365793646				False	False	5509.0	0.26874	0.999999	7.83e-07	8213.0	0.39632	0.995408	7.83e-07	0.2633868808567604	0.3926659017020463	1586.0	0.078131	0.999997	-3.21e-06	16382.0	0.8116	0.999999	-3.21e-06	0.0758307434855367	0.7832655988524982	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False
OASL	influenza_amplified	2.83354220035409	2.59855486943172e-09	1.85237959335836	9.722855776592591e-10	2.85360374155392	2.70337822817836e-05	0.981162606995733	0.026403680729677	1.0	15665.0	0.8565257805238121				False	False	6633.0	0.32368	0.999999	-5.53e-06	4402.0	0.19881	0.930729	-5.53e-06	0.31712564543889843	0.21046089118378275	9053.0	0.43839	0.999997	-3.29e-06	9173.0	0.44725	0.999999	-3.29e-06	0.43284723882381065	0.4385847477886684	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
OPLAH	shared_core	0.87055652523263	0.0112214399510788	1.02401085610439	2.93231995431012e-07	1.67724042886487	0.008093451886995	-0.15345433087176	0.706183381430041								False	5284.0	0.25766	0.999999	1.48e-06	5302.0	0.24574	0.955263	1.48e-06	0.25262956588257796	0.25349015108051254	20069.0	0.96501	0.999997	-2.51e-06	4307.0	0.19632	0.943401	-2.51e-06	0.9595505617977528	0.20592875926368634	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
OSCAR	shared_core	0.815745494916931	0.0042975062624737	0.795336048512874	2.48852435431464e-06	0.969046832099789	0.0202226996294407	0.0204094464040576	0.960416031419111	0.7566754	7424.0	0.4059270599814096				False	False	17519.0	0.84568	0.999999	7.39e-07	1907.0	0.082609	0.884248	7.39e-07	0.8375884490342321	0.09117422069229299	10521.0	0.50803	0.999997	1.28e-06	9842.0	0.48205	0.999999	1.28e-06	0.5030360984939038	0.4705713602677504	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
OSM	shared_core	1.04445619619242	0.0032047595562157	0.88485219960663	2.68282924679347e-05	0.927662137503409	0.0209732740995411	0.159603996585791	0.711215730013171	0.67262653	5418.0	0.296243643720269				False	False	20648.0	0.99149	0.999999	-2.9e-06	949.0	0.038978	0.833674	-2.9e-06	0.9871868426085294	0.04537196404666284	13240.0	0.64083	0.999997	-1.15e-06	4527.0	0.20768	0.943434	-1.15e-06	0.6330384891226393	0.2164475256992589	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
OTOF	influenza_amplified	5.3248876074252	2.9964921408824497e-12	3.21801288209601	2.2153742914063888e-11	2.19797576719444	0.0030470801134052	2.10687472532918	0.0013066425436952	0.20036533	591.0	0.03231450598720542	0.850728485895	0.6822818277256	0.282317157536249	False	False	5005.0	0.24334	0.999999	-2.35e-06	10778.0	0.52275	0.999988	-2.35e-06	0.2392904953145917	0.5152992924077261	17477.0	0.84034	0.999997	-9.52e-07	3703.0	0.16748	0.933388	-9.52e-07	0.8356203681568253	0.17704996414056898	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False
PAFAH2	shared_core	-0.47218982764965	0.0011306893802694	-0.298969042537132	0.0007097971224588	-0.598420790251568	0.0433847201194347	-0.173220785112519	0.227458734265674	1.0	15896.0	0.8691563234731259				False	False	12804.0	0.61969	0.999999	-4.64e-07	18853.0	0.91803	0.999988	-4.64e-07	0.6121629374641423	0.9013673742589405	284.0	0.014888	0.999997	1.02e-05	16412.0	0.81291	0.999999	1.02e-05	0.013578771216830026	0.7846999760937127	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
PARP12	influenza_amplified	1.37140095530781	1.95453078793748e-09	0.606833794097856	2.49224055651924e-05	0.904705044832916	0.0203811239963597	0.76456716120995	9.10923059312783e-05	1.0	15923.0	0.8706326207009678	0.982458489529			False	False	12215.0	0.59072	0.999999	-7.61e-06	12349.0	0.60398	0.999988	-7.61e-06	0.5840026773761714	0.5904092560719066	15357.0	0.74188	0.999997	-3.18e-06	10501.0	0.51607	0.999999	-3.18e-06	0.7342577097776716	0.5020798469997609	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PARP9	influenza_amplified	1.83890335227606	1.96041432360996e-09	1.14954404547414	3.4494970386891e-09	1.68445436832728	2.70337822817836e-05	0.689359306801922	0.0135480705332072	0.61661227	4403.0	0.24074580348843566				False	False	16244.0	0.78638	0.999999	-4.32e-06	3975.0	0.1792	0.928784	-4.32e-06	0.7766303308471983	0.19004589787722317	18510.0	0.88975	0.999997	1.17e-06	18582.0	0.90937	0.999999	1.17e-06	0.8850107578293092	0.8884532632082237	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PCNX	shared_core	0.427819564525347	0.0104619768631958	0.282201155143797	0.0047531954503349	0.965888752014616	0.0017320235636741	0.14561840938155	0.394218466529125								False	2369.0	0.11688	0.999999	1.95e-05	17028.0	0.83347	0.999988	1.95e-05	0.1132625741059476	0.8141135972461274	12662.0	0.61429	0.999997	-1.76e-06	19813.0	0.96123	0.999999	-1.76e-06	0.6054028209419077	0.947310542672723	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PFKFB3	shared_core	0.688443817392594	0.0265368313409405	0.785102328147566	9.50059502429603e-06	1.29300907779763	0.0200512515913772	-0.0966585107549722	0.804638988721347	0.77567724	7961.0	0.4352889715129313				False	False	18076.0	0.87324	0.999999	-3.97e-06	12702.0	0.62386	0.999988	-3.97e-06	0.8642187798814305	0.6072862880091796	10281.0	0.49664	0.999997	-7.3e-07	18460.0	0.90319	0.999999	-7.3e-07	0.4915610805641884	0.8826201290939517	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PFKFB4	shared_core	0.60036780889574	0.0218198075553282	0.409792517170919	0.0083438403259734	0.905582632698248	0.02275552826373	0.190575291724821	0.486575747856574	0.36713262	1536.0	0.08398490896167095				False	False	9911.0	0.47986	0.999999	-1.27e-06	13150.0	0.64628	0.999988	-1.27e-06	0.4738477720405431	0.6287052973799961	4656.0	0.2257	0.999997	-2.81e-06	6132.0	0.29092	0.976001	-2.81e-06	0.222615347836481	0.2931867081042314	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
PGS1	shared_core	0.652831177971192	0.0165126548612947	0.628218779450629	6.47113153992945e-05	1.05175984688342	0.016974267390277	0.0246123985205635	0.949060405688116	0.87500408	11580.0	0.6331674777188474				False	False	12365.0	0.59766	0.999999	-2.65e-06	2679.0	0.11849	0.909175	-2.65e-06	0.591174220692293	0.1280837636259323	12667.0	0.61457	0.999997	-2.51e-06	6032.0	0.28564	0.974754	-2.51e-06	0.6056418838154435	0.28840545063351664	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PHF11	influenza_amplified	1.0003979202528	2.00556621251702e-06	0.436845444562205	0.0010350100350937	0.626555886155455	0.0464891102066458	0.563552475690597	0.0021058276179969								False	434.0	0.022207	0.999999	-4.1e-06	17069.0	0.83593	0.999988	-4.1e-06	0.020749665327978582	0.8160738190858673	14935.0	0.72144	0.999997	-1.02e-06	15058.0	0.7486	0.999999	-1.02e-06	0.7140808032512551	0.7199617499402343	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
PLSCR1	shared_core	2.12820092429019	4.6281069915916e-08	1.47219721869832	3.2071891967139304e-09	1.29775247118087	0.0136861389834591	0.656003705591874	0.0845398199867525	0.67415442	5453.0	0.2981573623489529				False	False	15728.0	0.7622	0.999999	-8.21e-06	11881.0	0.57911	0.999988	-8.21e-06	0.7519602218397399	0.5680340409256072	13166.0	0.63805	0.999997	6.74e-06	16945.0	0.83588	0.999999	6.74e-06	0.6295003585943103	0.8101840784126225	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PPP1R3D	shared_core	0.508743404364135	0.0084058684192112	0.659993213740056	6.2531398358972204e-09	0.856302362797546	0.0077261674955084	-0.151249809375921	0.457538579638286	0.7202005	6469.0	0.3537098802558915				False	False	19943.0	0.96087	0.999999	-7.01e-06	3754.0	0.1689	0.928784	-7.01e-06	0.9534805890227577	0.1794798240581373	12705.0	0.61643	0.999997	1.72e-06	16803.0	0.83012	0.999999	1.72e-06	0.6074587616543151	0.8033946928042075	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PRAM1	shared_core	0.544727055430704	0.0352707883507315	0.400737290147271	0.0083444165678079	0.747552543091715	0.0447119376086988	0.143989765283433	0.611334658459317	0.7161667	6368.0	0.3481874350702608				False	False	13422.0	0.64972	0.999999	3.56e-06	13933.0	0.68486	0.999988	3.56e-06	0.6417096959265634	0.6661407534901511	2038.0	0.10044	0.999997	1.99e-06	19438.0	0.94643	0.999999	1.99e-06	0.09744202725316758	0.9293808271575424	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
PRIC285	influenza_amplified	1.69459925209451	3.0206714803449604e-09	0.682441835554307	0.0001755701099567	1.32156894475042	0.0077116952060623	1.01215741654021	3.60879462601651e-05								False																					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PRKCD	shared_core	0.570796720309872	0.0023811172456001	0.339749479753177	0.0030926116572958	0.714025928072761	0.0435526901195925	0.231047240556695	0.206919446147379	0.84827898	10470.0	0.5724752583520148				False	False	2423.0	0.11953	0.999999	2.45e-06	7014.0	0.33218	0.975141	2.45e-06	0.11584432969975139	0.3353413654618474	1761.0	0.086824	0.999997	-1.24e-06	3427.0	0.15353	0.922361	-1.24e-06	0.0841979440592876	0.16385369352139612	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
PSTPIP2	shared_core	1.02165532619008	8.61545523150113e-05	1.07772714063821	3.03954304323165e-11	1.15549899151886	0.0078781122852434	-0.0560718144481296	0.881910665657659	0.7573371	7440.0	0.40680190278309364				False	False	7978.0	0.38799	0.999999	-2.83e-06	14508.0	0.71368	0.999988	-2.83e-06	0.3814304838401224	0.693631669535284	4388.0	0.21314	0.999997	-5.36e-06	10966.0	0.54069	0.999999	-5.36e-06	0.20980157781496533	0.5243126942385847	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
RENBP	shared_core	0.422881286253025	0.0245530705726503	0.40749612784435	0.0001659081409448	0.839930254965013	0.025205842014629	0.0153851584086748	0.953590508133783	1.0	16512.0	0.9028377713379627				False	False	8367.0	0.40663	0.999999	-5.64e-06	3662.0	0.16445	0.926296	-5.64e-06	0.4000286861732645	0.17508127749091604	6247.0	0.304	0.999997	1.73e-06	14298.0	0.70987	0.999999	1.73e-06	0.2986851541955534	0.6836241931628018	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
RIN2	shared_core	1.05037604818896	8.8839123244325e-05	0.680088862395874	3.53630467176019e-05	1.1112205450252	0.0288847343929842	0.370287185793087	0.158881264839674	1.0	16563.0	0.9056263327683307				False	False	3083.0	0.15097	0.999999	-3.8e-06	514.0	0.01945	0.773054	-3.8e-06	0.14739912029068655	0.024574488429910116	5241.0	0.25387	0.999997	-8.84e-07	3453.0	0.15448	0.922361	-8.84e-07	0.25058570404016256	0.16509682046378196	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
RNASE2	shared_core	1.01960574978646	0.0048969280738222	1.61262841484421	2.77366526020413e-13	1.17568868014997	0.0474491921964835	-0.593022665057752	0.0695505165260561	1.0	16576.0	0.906337142544699				False	False	19165.0	0.92441	0.999999	-3.71e-06	1391.0	0.059097	0.861868	-3.71e-06	0.9162841843564735	0.06650411168483458	17962.0	0.86333	0.999997	7.33e-07	7866.0	0.38	0.997671	7.33e-07	0.858809466889792	0.376093712646426	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
RSAD2	influenza_amplified	3.72786454499221	1.55394343536717e-11	2.36658081263077	1.49348881818292e-11	2.22588270177777	0.0008721527105597	1.36128373236144	0.0052391712328245	1.0	16645.0	0.9101099021269615				False	False	1714.0	0.084816	0.999999	3.76e-06	763.0	0.030476	0.820374	3.76e-06	0.08194683495888315	0.036479250334672024	18519.0	0.89	0.999997	-4.12e-06	7386.0	0.35394	0.990835	-4.12e-06	0.8854410710016735	0.353143676786995	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False
S100A11	shared_core	0.635789458456014	0.0197063888336585	0.763909652514805	1.05637500876637e-06	1.21235387053537	0.0023769475624268	-0.128120194058791	0.684523868108142	1.0	16677.0	0.9118595877303297	0.952093075231			False	False	9314.0	0.45169	0.999999	-4.26e-06	7481.0	0.35596	0.982602	-4.26e-06	0.44530502964237906	0.3576687703193727	13584.0	0.65811	0.999997	-4.38e-06	847.0	0.030961	0.73564	-4.38e-06	0.6494860148218982	0.04049725077695434	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True
S100A6	shared_core	0.753575310435178	0.0005283163783545	0.668365639267071	3.97898802568789e-07	0.833669124701142	0.0063347400977315	0.0852096711681067	0.760351800742917	0.71212022	6274.0	0.3430477336103669				False	False	15454.0	0.74868	0.999999	-1.32e-06	7459.0	0.35499	0.982602	-1.32e-06	0.7388602027156244	0.3566169439663416	14402.0	0.69661	0.999997	-3.31e-06	5945.0	0.28137	0.973722	-3.31e-06	0.6885967009323452	0.28424575663399476	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SAMD9	influenza_amplified	1.31252277338186	7.137026051563631e-09	0.77294826040953	7.79605392150533e-08	0.956500679850107	0.0106405379994996	0.539574512972333	0.0085695205525956	0.6008658	4138.0	0.22625621958554323				False	False	9747.0	0.47177	0.999999	1.1e-08	19462.0	0.94553	0.999988	1.1e-08	0.46600688468158347	0.9304838401223944	10591.0	0.51146	0.999997	-1.17e-06	19117.0	0.93214	0.999999	-1.17e-06	0.5063829787234042	0.914032990676548	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SAMD9L	influenza_amplified	1.93101299378182	1.71801508509252e-10	0.880088178030961	3.87637739853457e-06	1.65048318163437	4.99153291415237e-05	1.05092481575086	4.72494213865329e-05	1.0	16698.0	0.91300781890754				False	False	7433.0	0.36307	0.999999	1.67e-06	13364.0	0.65668	0.999988	1.67e-06	0.35537387645821383	0.638936699177663	19741.0	0.94973	0.999997	-1.58e-06	2274.0	0.098805	0.893753	-1.58e-06	0.9438680372938083	0.10872579488405451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SCO2	influenza_amplified	1.76191366534086	2.6034739502067603e-09	1.18981237439196	3.1149408264455003e-10	1.29688324690971	0.0056036085196715	0.572101290948909	0.0404931915430809	1.0	16730.0	0.9147575045109082				False	False	4521.0	0.22066	0.999999	-1.36e-06	9247.0	0.44819	0.998783	-1.36e-06	0.2161503155479059	0.4421017402945114	20049.0	0.96411	0.999997	-1.25e-06	4404.0	0.20156	0.943434	-1.25e-06	0.9585943103036099	0.2105665790102797	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SERPINB1	shared_core	0.656460882799818	0.0078779853975652	0.887958944807526	1.1395955573083e-09	0.896838124454758	0.0464891102066458	-0.231498062007708	0.355753113086927	0.81457247	9217.0	0.503964131445131				False	False	8148.0	0.39625	0.999999	-2.23e-06	9791.0	0.47522	0.999988	-2.23e-06	0.3895582329317269	0.4681105373876458	14403.0	0.69663	0.999997	-3.17e-06	3144.0	0.14013	0.917065	-3.17e-06	0.6886445135070524	0.15032273487927325	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SERPING1	shared_core	2.31207038965538	1.34872200886867e-05	1.78754341034506	6.18502288563874e-08	2.4027968960334	0.0025266594380271	0.524526979310314	0.358702327481986	0.68589459	5693.0	0.311280004374214				False	False	2654.0	0.13048	0.999999	1.44e-06	17625.0	0.8595	0.999988	1.44e-06	0.1268885064065787	0.8426563396442914	17346.0	0.834	0.999997	-2.04e-06	11433.0	0.56573	0.999999	-2.04e-06	0.8293569208701889	0.5466411666268228	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SH3GLB1	shared_core	0.540579275773	0.0068997243183346	0.718912238645032	1.26771525829906e-09	0.951927203062676	0.0058100239891639	-0.178332962872032	0.386215458106276	0.85853916	10882.0	0.5950024604953797				False	False	10391.0	0.50212	0.999999	6.26e-06	17330.0	0.84679	0.999988	6.26e-06	0.4967967106521323	0.8285523044559189	150.0	0.0079429	0.999997	1.15e-05	10399.0	0.51111	0.999999	1.15e-05	0.007171886206072197	0.49720296437963185	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False
SIGLEC5	shared_core	0.992800507324142	0.0093270576611229	1.01258682979793	5.39578578338398e-06	1.60678288715199	0.0099798265031201	-0.0197863224737889	0.969918003588244	0.7048678	6104.0	0.33375252884247364				False	False	8382.0	0.40713	0.999999	-2.16e-07	3479.0	0.15543	0.920807	-2.16e-07	0.40074584050487666	0.16633199464524764	5197.0	0.25165	0.999997	-5.7e-07	15442.0	0.76719	0.999999	-5.7e-07	0.24848195075304805	0.7383217786277791	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
