screen	TF	evaluable_targets_n	observed_mean_normalized_rank	observed_median_normalized_rank	null_mean_normalized_rank	rank_enrichment_ratio	empirical_p_one_sided	fraction_top_1pct	fraction_top_5pct	fraction_top_10pct	n_permutations	FDR_within_screen
RSV_P01_viability_POS	STAT3	57	0.5069274592102747	0.46390323197552114	0.500230015970314	0.9867881624514987	0.5687431256874312	0.0	0.03508771929824561	0.08771929824561403	10000	0.9900009999000099
RSV_P01_viability_POS	STAT5B	10	0.6132338879326831	0.6292312105565118	0.5002785613884108	0.8158038412960769	0.8904109589041096	0.0	0.0	0.0	10000	0.9900009999000099
RSV_P02_early_POS	AHR	24	0.5690121597501115	0.5798670873972078	0.49968247991967873	0.8781578237961035	0.8802119788021198	0.0	0.0	0.041666666666666664	10000	0.9951004899510048
RSV_P02_early_POS	AP1	73	0.4888739563603403	0.46638936699177663	0.5002597411826039	1.0232898166779645	0.36726327367263273	0.0273972602739726	0.0410958904109589	0.1095890410958904	10000	0.9951004899510048
RSV_P02_early_POS	AR	72	0.5375523257049362	0.5746796710652133	0.5001242199618581	0.9303730930863418	0.8638136186381362	0.0	0.041666666666666664	0.1111111111111111	10000	0.9951004899510048
RSV_P02_early_POS	ATF3	20	0.5305101357812201	0.5485513482501434	0.5001253093325684	0.942725266871843	0.6782321767823217	0.0	0.05	0.1	10000	0.9951004899510048
RSV_P02_early_POS	CEBPA	28	0.538378001803131	0.534805890227577	0.5003400527279185	0.9293471335236281	0.7617238276172382	0.0	0.0	0.03571428571428571	10000	0.9951004899510048
RSV_P02_early_POS	CEBPB	53	0.5850409725153985	0.659495123350545	0.4999926020343729	0.8546283517283276	0.9834016598340166	0.018867924528301886	0.018867924528301886	0.03773584905660377	10000	0.9951004899510048
RSV_P02_early_POS	CEBPG	33	0.5031815573984249	0.49153757888697647	0.5005748507739473	0.9948195505456223	0.5206479352064793	0.0	0.030303030303030304	0.09090909090909091	10000	0.9951004899510048
RSV_P02_early_POS	CREB1	54	0.529634410658507	0.5220405431248805	0.4998188214055516	0.9437053396589452	0.7738226177382261	0.0	0.018518518518518517	0.07407407407407407	10000	0.9951004899510048
RSV_P02_early_POS	CTNNB1	34	0.5335515732397377	0.5987282463186078	0.49917777313736733	0.9355754873073434	0.7582241775822418	0.0	0.029411764705882353	0.058823529411764705	10000	0.9951004899510048
RSV_P02_early_POS	EGR1	34	0.5030978254755718	0.5394195830942818	0.49959105806981424	0.9930296510376632	0.529047095290471	0.0	0.058823529411764705	0.08823529411764706	10000	0.9951004899510048
RSV_P02_early_POS	ESR1	89	0.5205369364026464	0.5471887550200804	0.5002511598561179	0.9610291314066577	0.7452254774522548	0.0	0.056179775280898875	0.12359550561797752	10000	0.9951004899510048
RSV_P02_early_POS	FOS	41	0.5453404792223482	0.5029642379039969	0.5006713106782531	0.9180893950733439	0.8375162483751625	0.0	0.024390243902439025	0.024390243902439025	10000	0.9951004899510048
RSV_P02_early_POS	FOXO3	31	0.611046335881159	0.5822815069803021	0.4996369815668203	0.8176744581019688	0.9839016098390161	0.0	0.03225806451612903	0.03225806451612903	10000	0.9951004899510048
RSV_P02_early_POS	HIF1A	64	0.562554533610633	0.5798670873972078	0.5001301760613883	0.889034122347948	0.9582041795820418	0.0	0.03125	0.0625	10000	0.9951004899510048
RSV_P02_early_POS	HMGA1	12	0.533359628992159	0.5174985656913368	0.5010945552049467	0.939505969268464	0.6502349765023497	0.0	0.0	0.08333333333333333	10000	0.9951004899510048
RSV_P02_early_POS	HNF4A	37	0.5228261824647367	0.5774526678141136	0.49924988771042983	0.9549060556929989	0.6916308369163083	0.0	0.02702702702702703	0.08108108108108109	10000	0.9951004899510048
RSV_P02_early_POS	IRF1	31	0.5990382420619498	0.6341078600114745	0.5003811852633268	0.8353075816010752	0.9708029197080292	0.03225806451612903	0.03225806451612903	0.06451612903225806	10000	0.9951004899510048
RSV_P02_early_POS	IRF2	12	0.6443193408554855	0.6733362019506598	0.5015038351819978	0.7783467038505061	0.9555044495550445	0.0	0.0	0.0	10000	0.9951004899510048
RSV_P02_early_POS	IRF3	15	0.6723911519092242	0.6907152419200612	0.4993793131255179	0.7426916783594684	0.9895010498950105	0.0	0.0	0.0	10000	0.9951004899510048
RSV_P02_early_POS	IRF8	15	0.6124051762605979	0.5774526678141136	0.4997768544017339	0.8160885534204939	0.9315068493150684	0.0	0.0	0.0	10000	0.9951004899510048
RSV_P02_early_POS	JUN	80	0.5161282032893478	0.5234509466437177	0.5000006252988143	0.9687527674563209	0.6914308569143086	0.0	0.0125	0.0875	10000	0.9951004899510048
RSV_P02_early_POS	NFATC1	19	0.5970121085847149	0.5822815069803021	0.49995138624674135	0.8374225230237508	0.9297070292970703	0.0	0.0	0.05263157894736842	10000	0.9951004899510048
RSV_P02_early_POS	NFKB	102	0.4589328368562953	0.42826066169439664	0.49994593017260447	1.089366220986169	0.0741925807419258	0.0196078431372549	0.058823529411764705	0.13725490196078433	10000	0.9951004899510048
RSV_P02_early_POS	NFKB1	58	0.5184399337909932	0.5261283228150697	0.5001951093371846	0.9648082193044104	0.684031596840316	0.017241379310344827	0.05172413793103448	0.1206896551724138	10000	0.9951004899510048
RSV_P02_early_POS	NR3C1	34	0.4422114227216991	0.41212468923312295	0.5003495983935743	1.1314714471056615	0.11828817118288171	0.0	0.08823529411764706	0.11764705882352941	10000	0.9951004899510048
RSV_P02_early_POS	PPARA	33	0.567540001274941	0.5655957161981259	0.49971620479030116	0.8804951257492368	0.9126087391260874	0.0	0.0	0.09090909090909091	10000	0.9951004899510048
