screen	gene_set	covered_n	observed_mean_normalized_rank	observed_median_normalized_rank	null_mean_normalized_rank	rank_enrichment_ratio	empirical_p_one_sided	fraction_top_1pct	fraction_top_5pct	fraction_top_10pct	n_permutations	empirical_FDR_within_screen
IAV_P01	shared_170	152	0.5090524819511465	0.49808649062380406	0.5002857961853543	0.9827784244716962	0.651034896510349	0.019736842105263157	0.046052631578947366	0.1118421052631579	10000	0.9765523447655234
IAV_P01	shared_core_130	115	0.47895496240726615	0.46421737466513585	0.49990708036501674	1.0437454867414748	0.21947805219478053	0.02608695652173913	0.043478260869565216	0.11304347826086956	10000	0.6584341565843416
IAV_P01	influenza_amplified_37	35	0.6028835414762921	0.6477502596905582	0.4994210973390504	0.8283873467769723	0.9838016198380162	0.0	0.05714285714285714	0.11428571428571428	10000	0.9838016198380162
RSV_P01_viability	shared_170	161	0.4837433139835295	0.46132147638171733	0.5002572061686557	1.0341377166521177	0.23067693230676933	0.006211180124223602	0.055900621118012424	0.11801242236024845	10000	0.346015398460154
RSV_P01_viability	shared_core_130	123	0.5142280309779576	0.5121916236374068	0.5003994836100111	0.9731081416513849	0.704029597040296	0.0	0.04065040650406504	0.0975609756097561	10000	0.704029597040296
RSV_P01_viability	influenza_amplified_37	36	0.3896538535092752	0.32766781411359724	0.4999524255753171	1.28306808997955	0.0091990800919908	0.027777777777777776	0.1111111111111111	0.19444444444444445	10000	0.0275972402759724
RSV_P02_early	shared_170	161	0.5288545486292998	0.5518263530311723	0.5007157199635572	0.9467928776661303	0.8921107889211078	0.006211180124223602	0.062111801242236024	0.12422360248447205	10000	0.9886011398860114
RSV_P02_early	shared_core_130	123	0.505877167205407	0.531506980302161	0.5006287578498275	0.989625130968901	0.5745425457454254	0.008130081300813009	0.06504065040650407	0.13008130081300814	10000	0.9886011398860114
RSV_P02_early	influenza_amplified_37	36	0.6080512526295658	0.6922212660164468	0.5006275733887933	0.8233312097027835	0.9886011398860114	0.0	0.05555555555555555	0.1111111111111111	10000	0.9886011398860114
